"term","estimate","std.error","statistic","p.value","BIOCHEMICAL","SUPER_PATHWAY","SUB_PATHWAY","KEGG","FDR"
"phenotypesmim",-3.7275723005239576,1.0961222995981503,-3.4006901436915604,9.704970032925709e-4,"X - 12013",NA,".",NA,0.07195116575984171
"phenotypesmim",-2.6183889686024577,0.82203589263019206,-3.18524895576596,0.0019345127563123404,"X - 11843",NA,".",NA,0.11108528577211325
"phenotypesmim",3.7700118114008254,1.205026592020535,3.1285714658623736,0.0023076693201131314,"acetylcarnitine (C2)",NA,"Fatty Acid Metabolism(Acyl Carnitine)","C02571",0.12491984193295094
"phenotypesmim",-4.122233992697524,1.3196400659270249,-3.1237563174483673,0.0023422776328458628,"X - 17185",NA,".",NA,0.12578574938199202
"phenotypesmim",-3.0268258779440624,0.9713091042912155,-3.1162334055880185,0.002397314667195175,"mannitol/sorbitol",NA,"Fructose, Mannose and Galactose Metabolism","C00794",0.12757169879816263
"phenotypesmim",0.7240378741526329,0.23974267880405148,3.020062501030155,0.003215183904470869,"prolylproline",NA,"Dipeptide",NA,0.15171936810110084
"phenotypesmim",2.9390304501483846,0.9824467940907811,2.991541595764838,0.0035033720763061453,"X - 24456",NA,".",NA,0.1594665324614512
"phenotypesmim",-4.629582176502051,1.572126734430509,-2.9447894213051993,0.004027841730452245,"cystathionine",NA,"Methionine, Cysteine, SAM and Taurine Metabolism","C02291",0.17245326067852967
"phenotypesmim",2.8872993897544155,1.0275514935201326,2.809882918726783,0.005973170892353828,"X - 12524",NA,".",NA,0.217000440707251
"phenotypesmim",-3.2826507641077813,1.1873612173923487,-2.7646605902431713,0.006797201679984145,"3-methyl catechol sulfate (1)",NA,"Benzoate Metabolism",NA,0.23395954867712712
"phenotypesmim",3.2776598357055464,1.1899073656291703,2.7545504216393057,0.006995067502862678,"X - 23756",NA,".",NA,0.23779971677902934
"phenotypesmim",3.29688582459587,1.2056647632545208,2.7344962920674525,0.0074031632601396285,"X - 18886",NA,".",NA,0.24539269936190294
"phenotypesmim",2.069062897389399,0.7582385170293413,2.7287757755905893,0.007523485056470706,"2-oleoylglycerol (18:1)",NA,"Monoacylglycerol",NA,0.2475205043890848
"phenotypesmim",-2.9503288533998293,1.0907860045937183,-2.7047732928134964,0.008047982273659547,"X - 12230",NA,".",NA,0.2576413923162663
"phenotypesmim",3.403780200594082,1.260906678245491,2.699470356783523,0.008168253134418694,"X - 15666",NA,".",NA,0.2594561914240218
"phenotypesmim",2.3556819717910717,0.873916727525713,2.695545121856889,0.00825832690732292,"4-aminophenol sulfate (2)",NA,"Drug",NA,0.2605213023686426
"phenotypesmim",2.5566146883067504,0.9549332564819824,2.6772705536776837,0.00868967308071725,"allantoin",NA,"Purine Metabolism, (Hypo)Xanthine/Inosine containing","C02350",0.26754813662259525
"phenotypesmim",3.150488678423873,1.1831512964177098,2.6627944270211046,0.009045761414263578,"N6-succinyladenosine",NA,"Purine Metabolism, Adenine containing",NA,0.2729510774406868
"phenotypesmim",3.5017976906465744,1.3186024233681457,2.655688802468471,0.00922534280616739,"X - 18249",NA,".",NA,0.27561441326194674
"phenotypesmim",3.3996948275610293,1.3010070473866033,2.6131256048075704,0.010370312401551113,"3-hydroxydecanoate",NA,"Fatty Acid, Monohydroxy",NA,0.29192711844379243
"phenotypesmim",3.371177445702011,1.3239248392697698,2.546351081048856,0.012426747644685756,"X - 12199",NA,".",NA,0.3182558716860972
"phenotypesmim",3.0056687733745906,1.1836831673632104,2.539251090365728,0.012665680114213401,"X - 11438",NA,".",NA,0.3213308281242988
"phenotypesmim",1.74561389667161,0.6899878705576135,2.5299196857777986,0.012985980939821175,"methyl-4-hydroxybenzoate sulfate",NA,"Benzoate Metabolism",NA,0.32518436010542084
"phenotypesmim",-2.029889741776274,0.8106363377681712,-2.504069515764527,0.013911608969235361,"isoeugenol sulfate",NA,"Food Component/Plant",NA,0.33835511779090466
"phenotypesmim",1.135433999729378,0.45404589582600474,2.500703145138633,0.014036404224946888,"X - 24565",NA,".",NA,0.3400048822150668
"phenotypesmim",2.568627143555881,1.041610254883206,2.466015605658469,0.015381924407341614,"X - 21829",NA,".",NA,0.3567136683795202
"phenotypesmim",-2.850839574265627,1.1573853712560231,-2.4631722890810566,0.015497168740519882,"1-(1-enyl-stearoyl)-GPC (P-18:0) *",NA,"Lysoplasmalogen",NA,0.35834427538096136
"phenotypesmim",2.493775650605406,1.0204856023763254,2.4437146832824928,0.016306731642781357,"hexanoylglycine (C6)",NA,"Fatty Acid Metabolism(Acyl Glycine)",NA,0.3678676394761437
"phenotypesmim",2.8767490973542076,1.1829135335624847,2.431918323472499,0.01681570999142241,"hexadecanedioate (C16)",NA,"Fatty Acid, Dicarboxylate","C19615",0.37307521028191887
"phenotypesmim",-2.58782033858893,1.0669581556141237,-2.4254187710851913,0.017102154437753262,"N-acetylarginine",NA,"Urea cycle; Arginine and Proline Metabolism","C02562",0.3756746479841513
"phenotypesmim",3.018799372787722,1.261194714956795,2.393602936158147,0.018567951117089785,"X - 15486",NA,".",NA,0.3890590224884706
"phenotypesmim",3.0285729511209896,1.2730887405878373,2.378917395595356,0.019281413479635322,"X - 22776",NA,".",NA,0.39625898107142
"phenotypesmim",-2.7633143582556836,1.1701366331667158,-2.361531363031841,0.020157433221345836,"X - 23655",NA,".",NA,0.4032961054448837
"phenotypesmim",2.9100231262421548,1.233350403908013,2.3594455533653784,0.02026486356720241,"myristoylcarnitine (C14)",NA,"Fatty Acid Metabolism(Acyl Carnitine)",NA,0.4045007652899471
"phenotypesmim",-3.416449148633672,1.4506913255188292,-2.355048995286302,0.020492972204455676,"cholate",NA,"Primary Bile Acid Metabolism","C00695",0.407341868544539
"phenotypesmim",3.199258722666772,1.3647625035317803,2.3441871493300983,0.021066294946601737,"X - 18914",NA,".",NA,0.4127152358398013
"phenotypesmim",-2.992004275772897,1.2825323426392992,-2.332887971944402,0.02167771259402017,"tartarate",NA,"Food Component/Plant","C00898",0.418525057912163
"phenotypesmim",2.812919250541273,1.2076501405508773,2.32925013303782,0.021877872124435694,"1-methyladenosine",NA,"Purine Metabolism, Adenine containing","C02494",0.41985358571022563
"phenotypesmim",2.8527080163652605,1.2248137959751013,2.3290952679824746,0.02188642915116804,"X - 17335",NA,".",NA,0.41985358571022563
"phenotypesmim",-2.549141267764779,1.1003532090580692,-2.3166572758459165,0.022583413517873324,"X - 21258",NA,".",NA,0.4262937966700585
"phenotypesmim",2.714869900203783,1.1839677585013895,2.293026884144326,0.023961699095052472,"3-ethylphenylsulfate",NA,"Benzoate Metabolism","C14386",0.43803641227507806
"phenotypesmim",2.6801603782979373,1.1691276794931091,2.2924445510176925,0.023996580102686533,"docosadienoate (22:2n6)",NA,"Polyunsaturated Fatty Acid (n3 and n6)","C16533",0.43834386398979175
"phenotypesmim",-3.185703918879911,1.3898831894401604,-2.2920659398457075,0.024019282398464185,"X - 21729",NA,".",NA,0.43834386398979175
"phenotypesmim",3.386558968206288,1.5012464216159338,2.2558315007079344,0.026281364783414845,"X - 12818",NA,".",NA,0.45822620872722325
"phenotypesmim",2.838915208996106,1.26782970258914,2.2391928531083645,0.027381287911765067,"3-hydroxylaurate",NA,"Fatty Acid, Monohydroxy",NA,0.4680229206350085
"phenotypesmim",2.7814353591128693,1.2524100910521276,2.2208662953012737,0.028639260739108014,"3-hydroxybutyrylcarnitine (2)",NA,"Fatty Acid Metabolism(Acyl Carnitine)",NA,0.476171842582356
"phenotypesmim",-2.7367549652380116,1.2360275662316516,-2.214153664534938,0.029112516162151818,"4-vinylphenol sulfate",NA,"Benzoate Metabolism","C05627",0.47983520867907753
"phenotypesmim",2.708452759770323,1.229622881665058,2.202669452688413,0.029938033155432503,"X - 23297",NA,".",NA,0.48663566677832254
"phenotypesmim",2.768990054859054,1.2612517573215445,2.195430086646155,0.030468853116607422,"X - 15220",NA,".",NA,0.49074053284852637
"phenotypesmim",2.669558449031057,1.2166050935497645,2.1942686769803994,0.030554772032679606,"X - 24699",NA,".",NA,0.491432605304372
"phenotypesmim",2.7131685158912977,1.244599741016792,2.1799526598605423,0.03163131835370659,"X - 11905",NA,".",NA,0.49982603176287765
"phenotypesmim",2.6691019527798234,1.232802406559085,2.1650687397907022,0.03278543685529888,"quinine",NA,"Drug",NA,0.5065828571572272
"phenotypesmim",-3.093142219625468,1.4474846938020829,-2.1369084128280242,0.03506943493772385,"3-hydroxyhippurate",NA,"Benzoate Metabolism",NA,0.5220868161185469
"phenotypesmim",-2.9797846313810386,1.397859822565383,-2.1316762834720238,0.03550865974022282,"X - 17145",NA,".",NA,0.5248901015894265
"phenotypesmim",2.576329253841173,1.2091195036971634,2.130748239494482,0.03558706233971234,"X - 11787",NA,".",NA,0.5254396214342587
"phenotypesmim",2.5382045614811704,1.1948497533410138,2.124287638997201,0.03613702986615018,"nonadecanoate (19:0)",NA,"Long Chain Fatty Acid","C16535",0.5298107689529172
"phenotypesmim",1.4512551868695867,0.6961622317950656,2.084650848017856,0.039674736223573114,"maltotetraose",NA,"Glycogen Metabolism","C02052",0.5500833168853755
"phenotypesmim",-2.062125100263769,0.9901844011085811,-2.082566740048697,0.03986873596508057,"beta-sitosterol",NA,"Sterol","C01753",0.5513966998322053
"phenotypesmim",2.330948167990713,1.1233475762142178,2.075001733520642,0.04057980761959854,"N-acetylglycine",NA,"Glycine, Serine and Threonine Metabolism",NA,0.5561200600087084
"phenotypesmim",2.316071572127544,1.1209742008415406,2.0661238861597497,0.04142817438724783,"X - 12206",NA,".",NA,0.5609233342391368
"phenotypesmim",2.6113401399418334,1.2645533189751124,2.065029683412841,0.04153378449625896,"X - 14939",NA,".",NA,0.5611990482468994
"phenotypesmim",2.6684920975777593,1.3014271577367893,2.0504352331315463,0.042964685798693884,"X - 21353",NA,".",NA,0.5686574872274553
"phenotypesmim",2.4687599849708635,1.2060213231226296,2.0470284709218505,0.04330472451348359,"N-methyltaurine",NA,"Methionine, Cysteine, SAM and Taurine Metabolism",NA,0.5705872280073793
"phenotypesmim",-1.5411943015806295,0.7533408134347028,-2.045812830123819,0.0434266186754813,"p-cresol-glucuronide*",NA,"Phenylalanine and Tyrosine Metabolism",NA,0.5716263829196856
"phenotypesmim",2.7337361790426677,1.3373566620452706,2.044133967121277,0.043595444575433934,"3-hydroxyoctanoate",NA,"Fatty Acid, Monohydroxy",NA,0.5724767865607957
"phenotypesmim",-2.4472477900532015,1.2018050822549247,-2.036310069068335,0.04438965483095354,"X - 21834",NA,".",NA,0.5763600028334952
"phenotypesmim",1.2249345432149537,0.6038194924538056,2.0286435905489846,0.04517987617609321,"glycerophosphoinositol*",NA,"Phospholipid Metabolism",NA,0.5809540257889529
"phenotypesmim",2.4626508826822904,1.220820175817279,2.017210176784363,0.046380725876011664,"gamma-glutamyltyrosine",NA,"Gamma-glutamyl Amino Acid",NA,0.5877292094021642
"phenotypesmim",-2.654496017997896,1.3158141828020926,-2.017379089458523,0.04636278838919127,"serotonin",NA,"Tryptophan Metabolism","C00780",0.5877292094021642
"phenotypesmim",2.833881417534585,1.4142636899892553,2.003785742074814,0.04782541076195267,"X - 21735",NA,".",NA,0.5974247182198065
"phenotypesmim",-2.642206499768474,1.3227730173751546,-1.997475352960811,0.04851766922306054,"X - 19455",NA,".",NA,0.6011729588788421
"phenotypesmim",-1.1861389438225995,0.5977865252136105,-1.9842182682166507,0.04999985090387157,"X - 23984",NA,".",NA,0.6082155625976385
"phenotypesmim",-2.644218819468832,1.3440637231918533,-1.9673314396057044,0.05194350492886672,"quinate",NA,"Food Component/Plant","C00296",0.6176989588749341
"phenotypesmim",2.2732740025704485,1.1550221912681,1.9681647848467905,0.051846104235801,"tiglyl carnitine (C5)",NA,"Leucine, Isoleucine and Valine Metabolism",NA,0.6176989588749341
"phenotypesmim",2.140606359727431,1.0927271323493701,1.9589578187970074,0.05293086124466139,"X - 21807",NA,".",NA,0.6216914418759453
"phenotypesmim",2.3744367667227073,1.212791957654496,1.95782693951467,0.053065418865459665,"16a-hydroxy DHEA 3-sulfate",NA,"Steroid",NA,0.6221345654371815
"phenotypesmim",-1.7401527210808647,0.8888967448326086,-1.9576545095893665,0.05308596090261549,"X - 17398",NA,".",NA,0.6221949395705829
"phenotypesmim",-2.459620542659038,1.2687239463539437,-1.9386569865946728,0.05539086285583519,"palmitic amide",NA,"Fatty Acid, Amide",NA,0.6305065750483363
"phenotypesmim",2.1200901202797238,1.0952311984607368,1.9357466471548175,0.05575133713322744,"2-oxindole-3-acetate",NA,"Food Component/Plant",NA,0.6323713530802474
"phenotypesmim",2.189550351878287,1.1376313934547397,1.9246571116757754,0.057143119143661755,"3-hydroxyisobutyrate",NA,"Leucine, Isoleucine and Valine Metabolism","C06001",0.6377660569123016
"phenotypesmim",-2.059548048607832,1.0717525021352956,-1.9216638584976582,0.05752377470721899,"2,3-dihydroxypyridine",NA,"Food Component/Plant",NA,0.6397599538152945
"phenotypesmim",1.9664232976727993,1.0254272612515074,1.9176623949638618,0.05803598679473078,"pimelate (heptanedioate)",NA,"Fatty Acid, Dicarboxylate","C02656",0.6417407323649048
"phenotypesmim",-2.101732413723988,1.0963285087817665,-1.917064453664003,0.058112856437735484,"phenol sulfate",NA,"Phenylalanine and Tyrosine Metabolism","C02180",0.6422165066729718
"phenotypesmim",2.2746819464137924,1.1879681130276656,1.9147668371472688,0.05840903104285681,"dihomolinoleate (20:2n6)",NA,"Polyunsaturated Fatty Acid (n3 and n6)","C16525",0.6430424735036478
"phenotypesmim",2.075867052110479,1.0853703997756707,1.9125885988226037,0.05869099158478304,"2-hydroxybutyrate/2-hydroxyisobutyrate",NA,"Methionine, Cysteine, SAM and Taurine Metabolism",NA,0.6444417148447459
"phenotypesmim",2.310119242291154,1.209006770565341,1.9107579035400475,0.05892885128221135,"10-nonadecenoate (19:1n9)",NA,"Long Chain Fatty Acid",NA,0.6451479236263231
"phenotypesmim",2.374620497374585,1.2454883334626332,1.9065778727712406,0.05947500359169821,"umbelliferone sulfate",NA,"Food Component/Plant",NA,0.6474562159167127
"phenotypesmim",-1.897736687770358,1.0009759021421136,-1.8958864880854311,0.06089134100420452,"catechol glucuronide",NA,"Phenylalanine and Tyrosine Metabolism",NA,0.6540391824574947
"phenotypesmim",-2.0334660024061777,1.0761552908783716,-1.889565585600975,0.06174196713116103,"epiandrosterone sulfate",NA,"Steroid","C07635",0.6573776693284656
"phenotypesmim",2.1938240431991125,1.1617027712239247,1.8884555477885148,0.06189237486417643,"X - 17269",NA,".",NA,0.6579959315636433
"phenotypesmim",-3.038023362567217,1.615748376020924,-1.8802577230799424,0.06301272073783128,"3-hydroxy-3-methylglutarate",NA,"Mevalonate Metabolism","C03761",0.6622535565361137
"phenotypesmim",-2.4005803960519954,1.285817091704168,-1.866968802592573,0.06486496614231427,"paraxanthine",NA,"Xanthine Metabolism","C13747",0.6707583028036529
"phenotypesmim",2.32732410383132,1.2468661000931471,1.8665389199830336,0.064925637883157,"sulfate*",NA,"Chemical","C00059",0.6710000902835578
"phenotypesmim",2.0009058496734227,1.0800973135075222,1.8525236797188716,0.06692987362086526,"1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6)*",NA,"Phospholipid Metabolism",NA,0.6786609621684297
"phenotypesmim",-2.2025044733077572,1.1926728562306017,-1.8466962351006218,0.06777831146505639,"indoleacetylglutamine",NA,"Tryptophan Metabolism",NA,0.6813669959579639
"phenotypesmim",-1.6092443893225432,0.8760171588131284,-1.8370009915134855,0.06920976848519504,"hydroxycotinine",NA,"Tobacco Metabolite",NA,0.6875760197440572
"phenotypesmim",2.056582627179125,1.1242021103526503,1.829370900695069,0.07035396415391793,"3-methyladipate",NA,"Fatty Acid, Dicarboxylate",NA,0.6914749605013457
"phenotypesmim",2.329004383298523,1.275756993494249,1.825586216791546,0.07092732895165037,"X - 16480",NA,".",NA,0.6935406054207174
"phenotypesmim",2.089804435927111,1.1449611808572002,1.825218593317315,0.07098322914439031,"1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*",NA,"Phospholipid Metabolism",NA,0.6937166945914242
"phenotypesmim",-2.428661531864093,1.336901890452619,-1.816634077046484,0.07229903711849374,"O-methylcatechol sulfate",NA,"Benzoate Metabolism",NA,0.69896596263579025
"phenotypesmim",-2.207460481107239,1.2161708536354474,-1.815090761720339,0.07253772883831343,"catechol sulfate",NA,"Benzoate Metabolism","C00090",0.6996788321747265
"phenotypesmim",-2.2935443596786627,1.271226175321807,-1.8041985007884682,0.07424102845240992,"X - 14314",NA,".",NA,0.7052977980907632
"phenotypesmim",2.1787830566951705,1.2080324855001527,1.8035798563753898,0.0743387579104748,"X - 24803",NA,".",NA,0.7054091254603555
"phenotypesmim",2.15590967234478,1.1978078485366137,1.7998794005054308,0.07492556285385943,"2-aminooctanoate",NA,"Fatty Acid, Amino",NA,0.7074494678262974
"phenotypesmim",2.055735397715197,1.1538826955110097,1.7815809230112354,0.07788398204804499,"pseudouridine",NA,"Pyrimidine Metabolism, Uracil containing","C02067",0.716916080037011
"phenotypesmim",2.3573542731337436,1.3289277551782277,1.773876919906447,0.07915809979835584,"N-formylphenylalanine",NA,"Phenylalanine and Tyrosine Metabolism",NA,0.7212437826273423
"phenotypesmim",-1.6536941577184556,0.934867106194573,-1.7689082723745697,0.07998892665688949,"3-hydroxypyridine sulfate",NA,"Chemical",NA,0.7235540641311844
"phenotypesmim",2.077070706847605,1.1763310923763446,1.7657194647908583,0.08052591999024294,"X - 21285",NA,".",NA,0.7256100837087113
"phenotypesmim",2.2642232836954994,1.2841398291656334,1.7632217553493943,0.0809486057889884,"palmitoleoylcarnitine (C16:1)*",NA,"Fatty Acid Metabolism(Acyl Carnitine)",NA,0.7269586987560684
"phenotypesmim",2.072377191722334,1.1782379869928716,1.7588782695858471,0.08168800542051437,"X - 24588",NA,".",NA,0.7290966721420359
"phenotypesmim",-2.1296416835220713,1.2123432856977927,-1.7566325550244672,0.08207247377449167,"X - 15245",NA,".",NA,0.7301062709106735
"phenotypesmim",2.249512810833376,1.2811564836543072,1.7558454720667513,0.08220757516772392,"andro steroid monosulfate (1)*",NA,"Steroid","C04555",0.7307275325284016
"phenotypesmim",1.0693708183906319,0.6093671161225223,1.7548876368570225,0.0823722327878973,"inosine",NA,"Purine Metabolism, (Hypo)Xanthine/Inosine containing","C00294",0.7310816502723804
"phenotypesmim",2.231950068274365,1.2793623794941287,1.7445800377191787,0.08416140683113933,"X - 21343",NA,".",NA,0.7362509927276121
"phenotypesmim",2.1163729046906177,1.2141346076672852,1.743112247460602,0.084418761480249,"palmitoylcarnitine (C16)",NA,"Fatty Acid Metabolism(Acyl Carnitine)","C02990",0.7367018258592254
"phenotypesmim",2.231473948908036,1.2801487618082157,1.7431364349843759,0.08441451533387433,"X - 21657",NA,".",NA,0.7367018258592254
"phenotypesmim",2.4455043940424606,1.405155953592202,1.7403793420870235,0.08489965706187572,"10-undecenoate (11:1n1)",NA,"Medium Chain Fatty Acid",NA,0.7382984430847486
"phenotypesmim",2.2558094809275415,1.2987045940830662,1.7369688928529794,0.08550292916168015,"stearate (18:0)",NA,"Long Chain Fatty Acid","C01530",0.740138021317083
"phenotypesmim",2.0318177444589143,1.1789064992243135,1.7234765825752865,0.08792415197091137,"3-hydroxyhexanoate",NA,"Fatty Acid, Monohydroxy",NA,0.7470101476545579
"phenotypesmim",1.7176406375067637,0.9984312843678039,1.7203393607546618,0.08849510385834794,"N-acetylalliin",NA,"Food Component/Plant",NA,0.7480537518567767
"phenotypesmim",2.225045734903323,1.2971768501435053,1.7152986770132141,0.08941882263849683,"X - 23293",NA,".",NA,0.7500080198424144
"phenotypesmim",2.0849881242010104,1.220382354726303,1.7084712148829895,0.09068252736991882,"1-stearoyl-2-linoleoyl-GPI (18:0/18:2)",NA,"Phospholipid Metabolism",NA,0.7532218233718797
"phenotypesmim",2.0632704931965913,1.2129069546646736,1.7010954428627327,0.09206406811458863,"margarate (17:0)",NA,"Long Chain Fatty Acid",NA,0.7567966668629965
"phenotypesmim",2.4496630914008457,1.4400783863338242,1.701062327334305,0.092070309409212,"N-acetylputrescine",NA,"Polyamine Metabolism","C02714",0.7567966668629965
"phenotypesmim",1.8732059041899853,1.1022453590247723,1.6994454899291493,0.09237545523540763,"dimethylarginine (ADMA + SDMA)",NA,"Urea cycle; Arginine and Proline Metabolism","C03626",0.7573729374543278
"phenotypesmim",2.011546958498712,1.191325487320425,1.6884948571218437,0.09446393435059461,"X - 15469",NA,".",NA,0.7627698984642426
"phenotypesmim",-1.755709885434996,1.0425121506133652,-1.684114553870685,0.09531002280085947,"X - 12738",NA,".",NA,0.7652072301906205
"phenotypesmim",1.801402556500684,1.074517908640722,1.676475135514009,0.09680037028789973,"X - 23648",NA,".",NA,0.7688903963874547
"phenotypesmim",2.0102219914086423,1.2019294456956635,1.6724958345996324,0.09758414142065312,"X - 11429",NA,".",NA,0.7706279767239127
"phenotypesmim",2.1913279129530903,1.311964109165134,1.670265137319601,0.09802575135296632,"1-myristoyl-2-linoleoyl-GPC (14:0/18:2)*",NA,"Phospholipid Metabolism",NA,0.7720193382529552
"phenotypesmim",1.9091238226187415,1.148786146857016,1.6618618076497063,0.09970392710234738,"glycosyl-N-stearoyl-sphingosine (d18:1/18:0)",NA,"Sphingolipid Metabolism",NA,0.7763960047357353
"phenotypesmim",2.112088258344002,1.2737765999154838,1.658130835881379,0.10045643686691944,"tetradecanedioate (C14)",NA,"Fatty Acid, Dicarboxylate",NA,0.7783571842476041
"phenotypesmim",1.9616285916292435,1.1870270317118574,1.6525559563713585,0.10158940675766964,"myristate (14:0)",NA,"Long Chain Fatty Acid","C06424",0.7807330746596031
"phenotypesmim",1.8961560621089917,1.1478168473404868,1.651967442804504,0.10170960940913926,"prolylhydroxyproline",NA,"Urea cycle; Arginine and Proline Metabolism",NA,0.781207335963902
"phenotypesmim",1.3662720412376106,0.8306209048767654,1.6448803939509766,0.10316617011176596,"2-aminoadipate",NA,"Lysine Metabolism","C00956",0.7842074932955029
"phenotypesmim",1.273562461198491,0.7750369649753972,1.643228024922552,0.10350818133426315,"4-hydroxyphenylacetate",NA,"Phenylalanine and Tyrosine Metabolism","C00642",0.7851768509311309
"phenotypesmim",1.8753280249622468,1.1436966473803465,1.639707547676836,0.10423990918705885,"1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)",NA,"Phospholipid Metabolism",NA,0.7870209031141427
"phenotypesmim",2.1241293038084383,1.296478463695445,1.6383837937067471,0.10451612702436196,"eicosenoate (20:1n9 or 1n11)",NA,"Long Chain Fatty Acid",NA,0.7874178597932828
"phenotypesmim",-1.997584925454217,1.2200979963899201,-1.6372331823876112,0.10475669555771114,"X - 12329",NA,".",NA,0.7878764456845807
"phenotypesmim",0.12493508313565588,0.076705644389848393,1.628759971048368,0.10654203859023648,"serylalanine",NA,"Dipeptide",NA,0.791415251272239
"phenotypesmim",-1.8050113896029705,1.1130977148069474,-1.621610902252213,0.10806735160809613,"guanidinoacetate",NA,"Creatine Metabolism","C00581",0.7948556993361062
"phenotypesmim",1.862801771376601,1.148688710986988,1.62167674632758,0.10805322358162028,"phenylalanine",NA,"Phenylalanine and Tyrosine Metabolism","C00079",0.7948556993361062
"phenotypesmim",2.271410199373336,1.4089530292694483,1.6121262754593584,0.11011800449742526,"succinylcarnitine (C4)",NA,"TCA Cycle",NA,0.7997881636118126
"phenotypesmim",0.2923910557175595,0.18141662323802704,1.6117103851829988,0.11020863282068794,"X - 12686",NA,".",NA,0.7999173740119112
"phenotypesmim",-1.8969514822057003,1.1779542611614089,-1.6103778769265567,0.11049940799953299,"dihydroferulic acid",NA,"Food Component/Plant",NA,0.8008039667256429
"phenotypesmim",2.0459547629598194,1.2723334859829452,1.608033416945881,0.11101250065030548,"1-linoleoyl-2-eicosapentaenoyl-GPC (18:2/20:5)*",NA,"Phospholipid Metabolism",NA,0.801526465464376
"phenotypesmim",1.835771918343968,1.1449058465230286,1.6034261017349458,0.11202638885543938,"X - 11564",NA,".",NA,0.8033434569480883
"phenotypesmim",-1.9046015867889703,1.1918367178109115,-1.5980390252510588,0.11322126014110753,"5-hydroxymethyl-2-furoic acid",NA,"Phenylalanine and Tyrosine Metabolism","C20448",0.806492642469376
"phenotypesmim",2.4142639551070513,1.5114114565265522,1.5973571886608482,0.11337321783260092,"X - 11538",NA,".",NA,0.8069415816923413
"phenotypesmim",2.1839377149310453,1.3695963597220342,1.5945849296607983,0.11399273851273196,"X - 01911",NA,".",NA,0.8084205916938827
"phenotypesmim",1.9531459390529544,1.227053221543127,1.591736939166096,0.11463199777689301,"X - 24512",NA,".",NA,0.8100493811173145
"phenotypesmim",-1.8927741016784496,1.1946644048780946,-1.5843563212813654,0.11630198117648051,"maleate",NA,"Fatty Acid, Dicarboxylate","C01384",0.8127163349824817
"phenotypesmim",1.6355427513321323,1.0322828270324742,1.5843940328193413,0.1162933992731796,"N-acetylneuraminate",NA,"Aminosugar Metabolism","C00270",0.8127163349824817
"phenotypesmim",2.0556538946753107,1.299599587396693,1.5817594239108033,0.1168941655198741,"X - 11372",NA,".",NA,0.8136976766198988
"phenotypesmim",1.8341535698501052,1.16271596087091,1.577473460049751,0.11787677164162434,"3,4-methyleneheptanoate",NA,"Food Component/Plant",NA,0.8155850941973688
"phenotypesmim",1.7726363146418611,1.1238609817859126,1.577273651608572,0.11792274002928255,"gamma-glutamylphenylalanine",NA,"Gamma-glutamyl Amino Acid",NA,0.8157104299466716
"phenotypesmim",-2.0551004832282183,1.3056433831424046,-1.574013631717744,0.11867476637356057,"X - 12730",NA,".",NA,0.8165773408776903
