"estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","BIOCHEMICAL","SUPER_PATHWAY.x","SUB_PATHWAY.x","KEGG.x","FDR","PATHWAY_SORTORDER","SUPER_PATHWAY.y","SUB_PATHWAY.y","COMP_ID","PLATFORM","RI","MASS","CAS","PUBCHEM","KEGG.y","Group HMDB"
-1.7636692872938464,0.07306539158534804,1.8367346788791945,-3.8405259855171456,7.793519261518562e-4,24.186902612446705,-2.7110776857945167,-0.816260888793176,"Welch Two Sample t-test","two.sided","X - 14364",NA,".",NA,0.026946683264826302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7337476595485508,0.04025314163748897,0.7740008011860398,-3.6774933937908476,9.253314710422544e-4,29.79872250513777,-1.1413451814242448,-0.32615013767285694,"Welch Two Sample t-test","two.sided","gamma-glutamyltryptophan",NA,"Gamma-glutamyl Amino Acid",NA,0.03037164505532755,453,"Peptide","Gamma-glutamyl Amino Acid",33947,"LC/MS Pos Early",2975,334.1398,"66471-20-3","3989307",NA,"HMDB29160"
-0.44344816101068907,0.20088747196817425,0.6443356329788633,-3.544463977542612,9.316455538444033e-4,44.95523790228161,-0.6954397162337655,-0.19145660578761256,"Welch Two Sample t-test","two.sided","glycerophosphoinositol*",NA,"Phospholipid Metabolism",NA,0.03037164505532755,1598,"Lipid","Phospholipid Metabolism",47155,"LC/MS Polar",3850,333.0592,"16824-65-0",NA,NA,NA
-0.5961773464954256,0.1617517313677307,0.7579290778631563,-3.617016733502183,9.737636191500928e-4,33.337317209617595,-0.9313889196535774,-0.2609657733372738,"Welch Two Sample t-test","two.sided","dihomo-linolenoyl-choline",NA,"Phospholipid Metabolism",NA,0.030862896929173773,1728,"Lipid","Phospholipid Metabolism",53262,"LC/MS Pos Late",1424,392.3523,NA,NA,NA,NA
-0.6862150099017166,0.45627270909635853,1.142487718998075,-3.6623878261957477,0.0010101464536809205,28.5217773751815,-1.069705291363202,-0.30272472844023124,"Welch Two Sample t-test","two.sided","X - 18603",NA,".",NA,0.0311507325310792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.5404016961843114,0.28853352031181173,-0.2518681758724997,3.5640239019360345,0.0010593826684542047,35.72469714441599,0.23280589817464903,0.8479974941939739,"Welch Two Sample t-test","two.sided","gamma-carboxyglutamate",NA,"Glutamate Metabolism",NA,0.03180935854490125,47,"Amino Acid","Glutamate Metabolism",38754,"LC/MS Pos Early",903,192.0503,"56271-99-9","40772",NA,"HMDB41900"
0.2931997794810159,0.2772824266678291,-0.01591735281318679,3.325878041191816,0.0011999196208892576,109.56952273647347,0.11848545616329381,0.4679141027987379,"Welch Two Sample t-test","two.sided","citrate",NA,"TCA Cycle","C00158",0.0325978163674915,1068,"Energy","TCA Cycle",1564,"LC/MS Neg",582,191.0197,"77-92-9","311","C00158","HMDB00094"
-0.9700946161573967,0.19861890897082474,1.1687135251282215,-3.6419292969919335,0.0011640768461617015,26.330288571808317,-1.5172884740816661,-0.42290075823312734,"Welch Two Sample t-test","two.sided","leucylleucine",NA,"Dipeptide","C11332",0.0325978163674915,652,"Peptide","Dipeptide",36756,"LC/MS Pos Early",3285,245.186,"3303-31-9","76807","C11332","HMDB28933"
-0.6304922245294441,0.5246146622071562,1.1551068867366003,-3.6026027478563636,0.0011730873269841608,28.753534269335965,-0.9885615878600094,-0.2724228611988788,"Welch Two Sample t-test","two.sided","N2-acetyllysine",NA,"Lysine Metabolism","C12989",0.0325978163674915,84,"Amino Acid","Lysine Metabolism",36751,"LC/MS Polar",3372.6,187.1088,"1946-82-3","92907","C12989","HMDB00446"
0.2227593626686546,0.22041573182962185,-0.0023436308390327436,3.28733659167661,0.0011694838520731315,230.35289191910118,0.08924510837910521,0.356273616958204,"Welch Two Sample t-test","two.sided","X - 23984",NA,".",NA,0.0325978163674915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.2552496905610201,0.3615018433256786,0.10625215276465848,3.252199204089681,0.0013957166385204518,160.61248251481877,0.10025353796454817,0.41024584315749196,"Welch Two Sample t-test","two.sided","X - 12731",NA,".",NA,0.0370351787105078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.47894817118627714,-0.015668984549365734,0.4632791866369114,-3.4132875465736614,0.0014797783781960554,40.0939429303084,-0.7625222043099401,-0.19537413806261428,"Welch Two Sample t-test","two.sided","1-adrenoyl-GPC (22:4)*",NA,"Lysolipid",NA,0.03837334385276589,1926,"Lipid","Lysolipid",52698,"LC/MS Pos Late",1512,572.3711,NA,NA,NA,NA
-0.39967865322456414,-0.3205263881645567,0.07915226506000746,-3.3549635257962933,0.0015602561113729528,47.87645830017909,-0.6392226483360679,-0.1601346581130604,"Welch Two Sample t-test","two.sided","phosphatidylcholine (18:0/20:2, 20:0/18:2)*",NA,"Phospholipid Metabolism",NA,0.03956116051281198,1752,"Lipid","Phospholipid Metabolism",53192,"LC/MS Pos Late",2639,814.632,NA,NA,NA,NA
0.3922882687851447,0.3658201785468921,-0.02646809023825265,3.326196853766891,0.0017054328608268408,47.45121754092614,0.15508518359746057,0.6294913539728288,"Welch Two Sample t-test","two.sided","stachydrine",NA,"Food Component/Plant","C10172",0.04140210413198777,3853,"Xenobiotics","Food Component/Plant",34384,"LC/MS Pos Early",1440,144.1019,"4136-37-2","115244","C10172","HMDB04827"
-0.2795021968614833,0.35479309607623716,0.6342952929377205,-3.226610935837083,0.0017039185279064087,97.92053594765738,-0.4514066036869602,-0.10759779003600647,"Welch Two Sample t-test","two.sided","X - 17269",NA,".",NA,0.04140210413198777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.8102519390679879,0.3721313372743982,1.182383276342386,-3.4656616625689294,0.0017960157684681246,26.813263821887638,-1.2901145855719431,-0.3303892925640323,"Welch Two Sample t-test","two.sided","1-palmitoleoyl-GPI* (16:1)*",NA,"Lysolipid",NA,0.042692791496294374,1960,"Lipid","Lysolipid",36618,"LC/MS Neg",5445,569.2732,NA,NA,NA,NA
0.4481085244325568,0.2283044311780406,-0.2198040932545162,3.322767299402597,0.0018741421757776616,41.2917782379712,0.17581158682811976,0.7204054620369938,"Welch Two Sample t-test","two.sided","N4-acetylcytidine",NA,"Pyrimidine Metabolism, Cytidine containing",NA,0.043640739235965544,3317,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",35130,"LC/MS Neg",2040,284.0888,"3768-18-1","107461",NA,"HMDB05923"
-1.198746708402747,0.1673135786993524,1.3660602871020995,-3.3607259870669735,0.0025061690022658433,24.926749742858412,-1.9334787261040434,-0.4640146907014506,"Welch Two Sample t-test","two.sided","beta-sitosterol",NA,"Sterol","C01753",0.05622777531739368,2372,"Lipid","Sterol",27414,"LC/MS Pos Late",3054,397.3829,"83-46-5","222284","C01753","HMDB00852"
0.3684097894241558,0.25861091964991006,-0.10979886977424573,3.1765465000481323,0.00251324850235502,51.740324983979484,0.1356549246245337,0.601164654223778,"Welch Two Sample t-test","two.sided","X - 24411",NA,".",NA,0.05622777531739368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7247890441651058,-0.0763108416646288,0.648478202500477,-3.2639120122459535,0.00285659611227873,28.48261128933257,-1.1793143329402358,-0.2702637553899759,"Welch Two Sample t-test","two.sided","isovalerylglycine",NA,"Leucine, Isoleucine and Valine Metabolism",NA,0.06268031084826983,271,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",35107,"LC/MS Neg",1950,158.0823,"16284-60-9","546304",NA,"HMDB00678"
-0.9504437229532705,0.35842202913502336,1.3088657520882938,-3.2867575392535384,0.0029501567838421216,25.51144181353317,-1.5454032131444257,-0.35548423276211555,"Welch Two Sample t-test","two.sided","2-hydroxyadipate",NA,"Fatty Acid, Dicarboxylate","C02360",0.0635118658559219,1237,"Lipid","Fatty Acid, Dicarboxylate",31934,"LC/MS Polar",3000,161.0455,"18294-85-4","193530","C02360","HMDB00321"
-1.0796741034221249,0.1650408957087464,1.2447149991308712,-3.277452561330541,0.003043951217271612,25.266098406317976,-1.7577750156839123,-0.4015731911603376,"Welch Two Sample t-test","two.sided","phenylalanylleucine",NA,"Dipeptide",NA,0.06431756183160943,703,"Peptide","Dipeptide",40192,"LC/MS Neg",4179,277.1558,"3303-55-7","4078229",NA,NA
0.2002078885000775,0.2002078885000775,0,2.943828300734981,0.0035741150993244633,230,0.06620687904122824,0.33420889795892683,"Welch Two Sample t-test","two.sided","iminodiacetate (IDA)",NA,"Chemical","C19911",0.0741466423332584,4407,"Xenobiotics","Chemical",21025,"LC/MS Pos Early",808,134.0448,"142-73-4","8897","C19911","HMDB11753"
-0.6316404823123543,0.4634256576720246,1.0950661399843789,-3.153597500554193,0.0038439569767702683,27.840155137315374,-1.0420262822581134,-0.22125468236659515,"Welch Two Sample t-test","two.sided","X - 12193",NA,".",NA,0.07832062340169421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.3437894372423525,-0.2273906235028171,0.11639881373953541,-3.0086251535620185,0.003981663303744771,53.979732537530786,-0.5728848592362098,-0.11469401524849523,"Welch Two Sample t-test","two.sided","X - 16964",NA,".",NA,0.07970311981706639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.4715778562049584,0.4184715342002039,0.8900493904051623,-3.075780214269929,0.004211834441980322,32.82913302541503,-0.7835709225938005,-0.15958478981611626,"Welch Two Sample t-test","two.sided","5-hydroxyhexanoate",NA,"Fatty Acid, Monohydroxy",NA,0.08285694997068185,1412,"Lipid","Fatty Acid, Monohydroxy",31938,"LC/MS Neg",1267,131.0714,"44843-89-2","170748",NA,"HMDB00525"
-0.6022764612994107,0.42989517746531,1.0321716387647206,-3.0973147927745948,0.004361424565632199,28.459006306253286,-1.0003023861278948,-0.20425053647092653,"Welch Two Sample t-test","two.sided","leucylglycine",NA,"Dipeptide",NA,0.08434551575231083,649,"Peptide","Dipeptide",40045,"LC/MS Neg",2050,187.1088,"686-50-0","79070",NA,"HMDB28929"
-0.3149641060697665,0.4187950217726108,0.7337591278423773,-2.9709093947253726,0.004486463392412724,52.009501270294194,-0.5276999673615483,-0.1022282447779847,"Welch Two Sample t-test","two.sided","X - 14904",NA,".",NA,0.08531757884571531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.449772664042836,0.2293352169959573,0.6791078810387933,-2.983261357108009,0.005116164026355221,35.70985981196751,-0.7556254018129649,-0.1439199262727071,"Welch Two Sample t-test","two.sided","1-linolenoylglycerol (18:3)",NA,"Monoacylglycerol",NA,0.09534469858650493,2127,"Lipid","Monoacylglycerol",34393,"LC/MS Neg",6214,277.2173,"124151-74-2","53480978",NA,"HMDB11569"
0.2695117359771987,0.4245880747887694,0.15507633881157076,2.880641226579835,0.0051808688101343614,74.45314467581372,0.0831089485828788,0.4559145233715185,"Welch Two Sample t-test","two.sided","X - 12816",NA,".",NA,0.09534469858650493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.718218539489881,0.20790482672554622,0.9261233662154272,-3.0139012075088933,0.005507416213292203,27.35335515869122,-1.2068783751760506,-0.22955870380371154,"Welch Two Sample t-test","two.sided","3-methyladipate",NA,"Fatty Acid, Dicarboxylate",NA,0.09840142151914621,1238,"Lipid","Fatty Acid, Dicarboxylate",36749,"LC/MS Polar",2865,159.0663,"03/01/3058","12292",NA,"HMDB00555"
-0.5528900366381921,0.34405399741119885,0.896944034049391,-2.9859534408727035,0.005600841804860196,29.840597508762368,-0.931129383304329,-0.17465068997205535,"Welch Two Sample t-test","two.sided","alpha-CEHC sulfate",NA,"Tocopherol Metabolism",NA,0.09840142151914621,3397,"Cofactors and Vitamins","Tocopherol Metabolism",47666,"LC/MS Neg",3090,357.1013,NA,NA,NA,NA
-0.6501398648324805,0.09752339120181834,0.7476632560342988,-2.9952635181747755,0.005605690095306313,28.64526423575628,-1.0943081105789367,-0.20597161908602446,"Welch Two Sample t-test","two.sided","suberate (octanedioate)",NA,"Fatty Acid, Dicarboxylate","C08278",0.09840142151914621,1243,"Lipid","Fatty Acid, Dicarboxylate",15730,"LC/MS Polar",2577.6,173.0819,"505-48-6","10457","C08278","HMDB00893"
-0.6587923448195785,0.47112029290525625,1.1299126377248347,-2.9627632404966584,0.006314916500536411,26.85017947079962,-1.1151512014653908,-0.20243348817376602,"Welch Two Sample t-test","two.sided","hexanoylglycine (C6)",NA,"Fatty Acid Metabolism(Acyl Glycine)",NA,0.10754208547928426,1325,"Lipid","Fatty Acid Metabolism(Acyl Glycine)",35436,"LC/MS Neg",2900,172.0979,"24003-67-6","99463",NA,"HMDB00701"
0.22139098265929674,0.17762844851109472,-0.04376253414820204,2.76557496121393,0.006263017649165024,183.54543597223426,0.06344971809575178,0.3793322472228417,"Welch Two Sample t-test","two.sided","X - 23276",NA,".",NA,0.10754208547928426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.836843523297255,0.033326819049559434,0.8701703423468145,-2.9515288774718336,0.006575421980423981,26.277247445499437,-1.4193462483994073,-0.25434079819510264,"Welch Two Sample t-test","two.sided","X - 17335",NA,".",NA,0.11033171293623181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.38307869818771295,0.3109465891071484,0.6940252872948613,-2.859818574160435,0.006747858336734712,39.37979849065016,-0.653938867116154,-0.11221852925927178,"Welch Two Sample t-test","two.sided","campesterol",NA,"Sterol","C01789",0.11158415017701895,2374,"Lipid","Sterol",33997,"LC/MS Pos Late",2873,383.3672,"474-62-4","173183","C01789","HMDB02869"
-0.36435084491398784,0.43185584891586293,0.7962066938298508,-2.8233557154992663,0.007490244376766872,38.427446645597335,-0.6255012129522944,-0.10320047687568112,"Welch Two Sample t-test","two.sided","spermidine",NA,"Polyamine Metabolism","C00315",0.12037139202663381,406,"Amino Acid","Polyamine Metabolism",485,"LC/MS Pos Late",700,146.1652,"124-20-9","1102","C00315","HMDB01257"
-0.46121523784166873,0.20946783014236126,0.67068306798403,-2.850480811099693,0.007390237037170869,33.7637705431323,-0.7901224677107453,-0.1323080079725921,"Welch Two Sample t-test","two.sided","X - 10458",NA,".",NA,0.12037139202663381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.43295154989060913,0.5163874149165582,0.9493389648071673,-2.824959913007564,0.008144743130683342,31.425912699933317,-0.745354465766711,-0.12054863401450722,"Welch Two Sample t-test","two.sided","X - 22716",NA,".",NA,0.12907155433485684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.34210334990401337,0.4087961307255763,0.7508994806295897,-2.772234672948955,0.008315735371890606,41.27593803929661,-0.5912711052294589,-0.09293559457856787,"Welch Two Sample t-test","two.sided","3-methoxytyramine sulfate",NA,"Phenylalanine and Tyrosine Metabolism",NA,0.12997608300448193,157,"Amino Acid","Phenylalanine and Tyrosine Metabolism",44618,"LC/MS Neg",1722,246.0442,NA,NA,NA,NA
0.17677879562430313,0.21571812959709982,0.03893933397279669,2.5799573492294114,0.010479634274298521,239.00288282031246,0.041798465674934886,0.31175912557367136,"Welch Two Sample t-test","two.sided","linoleamide (18:2n6)",NA,"Fatty Acid, Amide",NA,0.16158463117533262,1284,"Lipid","Fatty Acid, Amide",32455,"LC/MS Pos Late",1580,280.2635,"07/01/3999","6435901",NA,NA
